sentence1,sentence2,label,idx
Revenue in the most-recent quarter rose 5.4 percent to $ 45.9 billion .,Revenue rose 5.4 percent to $ 45.9 billion from $ 43.6 billion a year ago .,0,1948
He has a preliminary hearing Thursday to determine whether he 'll stand trial .,The question is whether there will be a hearing to determine if Bryant will stand trial .,0,2992
The Java Enterprise System bundles a slew of Sun software for a yearly subscription of $ 100 per employee .,"For instance , the core Java Enterprise System will cost $ 100 per employee in the US .",0,2847
The ministers also intend to initiate plans for a national centre for disease control .,The health ministers also announced plans for healthy living and tobacco control strategies .,0,2347
"Diane Lade of the South Florida Sun-Sentinel , a Tribune Publishing newspaper , contributed to this report .",Staff Writer Diane Lade and The Associated Press contributed to this report .,0,1538
Nterprise Linux Services is expected to be available before then end of this year .,Beta versions of Nterprise Linux Services are expected to be available on certain HP ProLiant servers in July .,0,1636
The National Association of Purchasing Management-Chicago 's factory index increased to 58.9 from 55.9 in July .,"The National Association of Purchasing Management-Chicago 's monthly index rose to 58.9 from 55.9 in July , the highest in 15 months .",0,1743
"Muhammad will stand trial for the Oct. 9 slaying of Dean Harold Meyers , 53 .","Muhammad , 42 , is charged in the Oct. 9 slaying of Dean H. Meyers , 53 , at a gas station in Manassas .",0,3255
Revenue rose to $ 616.5 million from $ 610.6 million a year earlier .,"Revenue was up a tad , from $ 610.6 million to $ 616.5 million .",0,575
"On Saturday , the International Committee of the Red Cross said it was temporarily closing its offices in Baghdad and Basra .","The International Committee of the Red Cross , fearful for the safety of its staff operating in Iraq , announced it was temporarily shutting its offices in Baghdad and Basra .",0,3419
"Government bonds sold off sharply after Greenspan told Congress on Tuesday that the U.S. economy "" could very well be embarking on a period of extended growth "" .","Greenspan told Congress on Tuesday the U.S. economy "" could very well be embarking on a period of sustained growth "" .",0,3246
""" Craxi begged me to intervene because he believed the operation damaged the state , "" Mr Berlusconi said .",""" I had no direct interest and Craxi begged me to intervene because he believed that the deal was damaging to the state , "" Berlusconi testified .",0,352
"He said the Senate has confirmed 124 judicial nominees since Bush took office and "" I don 't see much broken . """,Mr. Daschle said the Senate had confirmed 124 judicial nominees since Mr. Bush took office .,0,2316
"That compares to a net loss of $ 6.6 million , or 47 cents per share , on revenue of $ 15.5 million in 2002 's second fiscal quarter .","In the first quarter , SCO had reported a net loss of $ 724,000 , or 6 cents per diluted share , on revenue of $ 13.5 million .",0,2768
"The report ranked 45 large companies based on employment , marketing , procurement , community reinvestment and charitable donations .","Of those three , only Dillard 's responded to the survey that ranked 45 large companies on employment , marketing , procurement , community reinvestment and charitable donations .",0,856
"What 's next : If finally passed by the House , the measure moves to the Senate .","If passed , the measure will return to the Senate for concurrence with House amendments .",0,3734
"Monday ratcheted up its database software line with the introduction of a new suite that automates the process of defining , describing and indexing information contained in the database .","DB2 Cube Views automates the process of creating metadata by defining , describing , and indexing information in a database .",0,1955
""" That obligation to pay rent continues unabated notwithstanding the heinous attacks of Sept . 11 and the destruction of 1 World Trade Center , "" the suit says .",""" That obligation to pay rent continues unabated notwithstanding the heinous attacks of 11 September , "" the suit says .",0,2714
"Excluding autos , retail sales rose by 0.3 % in September , lower than a forecast rise of 0.5 % .",Retail sales fell 0.2 percent overall in September compared to forecasts of a 0.1 percent dip .,0,3469
"An artist who painted a fake "" CAUTION Low Flying Planes "" sign on a building near ground zero said Tuesday that he did not mean to offend anyone .","An artist painted a sign reading ``CAUTION Low Flying Planes ' ' on a building near ground zero , angering neighbors and stirring complaints .",0,1665
"Witnesses from Malaysia will testify Thursday in the treason trial of cleric Abu Bakar Bashir , said to be the leader of terrorist group Jemaah Islamiyah .",The secrecy surrounding terrorist group Jemaah Islamiyah was again smashed when witnesses from Malaysia testified in the treason trial of Abu Bakar Bashir .,0,1962
"PeopleSoft gained 94 cents , or 5.5 percent , to $ 18.09 .","PeopleSoft gained $ 1.09 , or 6.3 percent , to $ 18.24 and was Nasdaq 's most active issue .",0,570
A panel of the 9th US Circuit Court of Appeals upheld California 's assault weapons ban in a 2-1 ruling last December .,The December decision by the 9th U.S. Circuit Court of Appeals upheld California 's law banning certain assault weapons and revived the national gun-ownership debate .,0,1905
Courant Staff Writers Matt Eagan and Ken Davis contributed to this story .,Courant Staff Writer Jeff Goldberg contributed to this story .,0,989
"The winner of this year 's Most Popular New Talent Logie , Goodrem first went to a specialist on Monday feeling tired and unwell .","She first went to a specialist for initial tests last Monday , feeling tired and unwell .",0,1007
"Most of those on board were Lebanese but some were from Benin , Guinea and Sierra Leone .","Some of the passengers were from Benin , Guinea and Sierra Leone .",0,322
I never organised a youth camp for the diocese of Bendigo .,"I never attended a youth camp organised by that diocese . """,0,2241
"Most of the alleged spammers engaged in fraudulent or deceptive practices , said Brad Smith , Microsoft 's senior VP and general counsel .",""" Spam knows no borders , "" said Brad Smith , Microsoft 's senior vice-president and general counsel .",0,2977
Seven Air Force Academy cadets face punishment for allegedly drinking with two high school girls .,Seven Air Force Academy cadets face punishment for drinking with two high school girls in the latest incident to embarrass the academy .,0,1688
"A final decision on his fate , including the power of the death penalty , lay with President Bush .",A final decision on his fate would lie with US President George Bush .,0,1154
""" But the reality is that there needs to be a big structural change , "" she added , "" and you can 't do that without funding . """,""" But the reality is that there needs to be a big structural change , "" Dr. Goin added .",0,3604
"But for more than a century , an untold amount of money intended for some of the nation 's poorest residents was lost , stolen or never collected .","For more than a century , an undetermined amount of money was lost , stolen , or never collected .",0,909
"He started in the 1983 Super Bowl , which Miami lost 27-17 to Washington .","He played four seasons in Miami , including the Dolphins ' 27-17 loss to Washington in the Super Bowl .",0,1631
"He said that President Bush 's proposed Clean Air Act amendment , called the Clear Skies Initiative , would result in greater efficiency and therefore less pollution .","He said that by allowing power companies more flexibility , the Clear Skies Initiative would result in greater efficiency and therefore less pollution .",0,3157
"BellSouth also added 654,000 net long-distance customers in the third quarter .","BellSouth added 111,000 DSL customers during the quarter to reach a total of 1.3m subscribers .",0,1001
It forecast 445 billion yen in loan-loss charges for the year ending next March .,The bank booked 820 billion yen in loan-loss charges compared with 1.9 trillion yen a year ago .,0,726
"The technology-laced Nasdaq Composite Index .IXIC climbed 19.11 points , or 1.2 percent , to 1,615.02 .","The Standard & Poor 's 500 Index .SPX gained 13.68 points , or 1.42 percent , at 977.27 .",0,3296
"Larger rivals , including Tesco and Sainsbury ’ s , were excluded from the bid battle following a Competition Commission inquiry last month .","A Competition Commission inquiry last month has already excluded larger rivals Tesco , Asda and J Sainsbury from the bid race .",0,1668
"So far , Georgia has been returned all but $ 70,000 of the money it wired .","Georgia has received all but $ 70,000 of its money back with the help of the FBI .",0,1554
The company 's chief executive retired and chief financial officer resigned .,"A third executive , chief operating officer David Glenn was fired .",0,939
"The technology-laced Nasdaq Composite Index .IXIC declined 25.78 points , or 1.56 percent , to 1,627.84 .","The broader Standard & Poor 's 500 Index .SPX eased 7.57 points , or 0.76 percent , at 990.94 .",0,4027
"The blue-chip Dow Jones industrial average .DJI was down 63.09 points , or 0.68 percent , at 9,270.70 .","In the first hour of trading , the Dow Jones industrial average was up 12.98 , or 0.1 percent , at 9,346.77 .",0,1825
Shares of Coke were up 6 cents at $ 44.42 in afternoon trading Wednesday on the New York Stock Exchange .,Shares of Coke were down 26 cents to close at $ 44.10 on the New York Stock Exchange .,0,2109
"On Hebert 's body were his wallet , driver license and cell phone , its batteries drained , Tracy said .","He was identified by his driver 's license and cell phone , Utah County Sheriff Jim Tracy said .",0,3326
"From that point until costs reached $ 5,300 , the individual would pay 100 percent of the bill .","Above that , Medicare would pay 90 percent of all drug costs .",0,2503
"The injured were taken to hospitals in Jefferson City and Columbia , a college town about 30 miles to the north .","The injured were taken to hospitals in Jefferson City and Columbia , about 48km north ; their conditions were not immediately available .",0,3681
"The product also features an updated release of the Apache Web server , as well as Apache Tomcat and Apache Axis .","Panther Server also includes an updated release of Apache , along with Apache Tomcat and Apache Axis for creating powerful web services .",0,740
"The woman was hospitalized June 15 , Kansas health officials said .",Missouri health officials said he had not been hospitalized and is recovering .,0,2407
"The man , who entered the post office in Lakeside shortly before 3 p.m. , gave up to deputies about 6 : 30 p.m.",The man had entered the post office on Woodside Avenue at Maine Avenue shortly before 3 p.m.,0,934
"America Online last quarter lost 846,000 dial-up subscribers .","No wonder AOL lost 846,000 subscribers last quarter .",0,1072
""" If it ain 't broke , don 't fix it , "" said Senate Minority Leader Tom Daschle , D-S.D. "" I don 't see much broken . """,""" If it ain 't broke , don 't fix it , "" said Senate Minority Leader Tom Daschle , a South Dakota Democrat .",0,344
"Southwest exercised nine 2004 options and six 2005 options , which were accelerated for delivery next year .",Southwest said it recently exercised remaining options for the delivery of nine Boeing 737-700s next year .,0,636
"In afternoon trading in Europe , France 's CAC-40 advanced and Britain 's FTSE 100 each gained 0.7 percent , while Germany 's DAX index rose 0.6 percent .","In Europe , France 's CAC-40 rose 1.3 percent , Britain 's FTSE 100 declined 0.2 percent and Germany 's DAX index gained 0.6 percent .",0,1145
"Analysts expected earnings of 27 cents a share on revenue of $ 17.7 billion , Thomson First Call says .","Hewlett-Packard is putting in for a second-quarter profit of $ 659 million , or 29 cents a share , on revenue of $ 18 billion .",0,3559
Diana was at her lowest ebb when she wrote the letter to Paul Burrell claiming there was a plot to kill her .,Burrell said Diana wrote a letter in October 1996 claiming there was a plot to kill her in a smash and gave it to him to keep as insurance .,0,1429
He was arrested Tuesday night at a northwest Atlanta tire shop after a national manhunt .,"He was arrested in Atlanta , Georgia , on Monday night by police acting on a tip-off .",0,2952
"The agencies warn that the "" insulation can sift through cracks in the ceiling , around light fixtures or around ceiling fans . ""","The insulation can sift through cracks in the ceiling , around light fixtures or around ceiling fans , so cracks should be sealed , they recommend .",0,3978
"She countersued for $ 125 million , saying Gruner & Jahr broke its contract with her by cutting her out of key editorial decisions .","She countersued for $ 125 million , saying G + J broke its contract with her by cutting her out of key editorial decisions and manipulated the magazine 's financial figures .",0,3409
"If Poland , Spain and Germany were prepared to make concessions in Brussels , the basis for a deal could be found .",""" Poland , Spain and Germany , were ready to talk about a deal , "" he said .",0,1951
"Kansas City drafted outfielder Chris Lubanski , from Kennedy-Kenrick High School in Pennsylvania , with the fifth pick .","The Royals chose Chris Lubanski , a high school outfielder from Pennsylvania who hit .528 , with the fifth pick .",0,2466
"The broader Standard & Poor 's 500 Index .SPX climbed 10 points , or 1.10 percent , to 943 .","The Nasdaq Composite Index .IXIC jumped 43.64 points , or 2.89 percent , to 1,553.73 .",0,2748
"Currently , about 37,000 U.S. troops are stationed in South Korea .","There are 100,000 U.S. troops in Asia , most of them in South Korea and Japan .",0,1401
"But Davis adviser Roger Salazar said the governor 's focus is on his job , not the recall petition .","But Davis adviser Roger Salazar said the governor 's focus "" is on doing the work that he 's being paid to do . """,0,1250
He also reaffirmed his wish to resolve the North Korean nuclear crisis peacefully .,But the North Korean nuclear crisis has dominated his time in office .,0,2021
""" Everything was decided in advance , "" said one of the men , Thierry Falise , a Belgian photographer , as he arrived in Bangkok .",""" It was a total mockery of justice , a parody , "" said Thierry Falise , a Belgian photographer , as he arrived here .",0,2023
He claims it may seem unrealistic only because little effort has been devoted to the concept .,""" This proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .",0,1467
Goold said reporters ' calls to Peterson may have been monitored .,Prosecutors said interviews Peterson gave reporters may have been monitored in case the fertilizer salesman confessed .,0,1105
The transaction will grant Handspring stockholders 0.09 of a share of Palm--and no shares of PalmSource--for each share of Handspring common stock .,"Under the proposed terms of the transaction , and following the spinoff of PalmSource , Palm will exchange 0.09 shares for each share of Handspring .",0,1190
"Cullen is replacing former chief privacy officer Richard Purcell , who left earlier this year .",The job had been vacant since Richard Purcell left earlier this year .,0,3976
The company 's shares fell 3.6 percent to close at $ 66.89 on the Nasdaq .,Shares of Express Scripts ESRX.O fell about 4 percent to $ 66.73 on the Nasdaq in late morning trade .,0,1088
"As they wound through police barricades to the funeral home , many chanted "" Celia , Celia "" and sang snippets of her songs .","As they wound through police barricades to the funeral home , many chanted "" Celia , Celia . """,0,2975
"Billy Hodge , 11 , is engrossed with the Harry Potter series books .","Indeed , the Harry Potter series stands in a class by itself .",0,3898
"The 30-year bond US30YT = RR grew 1-3 / 32 for a yield of 4.30 percent , down from 4.35 percent late Wednesday .","At 11 a.m. ( 1500 GMT ) , the 10-year note US10YT = RR was up 11 / 32 for a yield of 3.36 percent from 3.40 percent Wednesday .",0,1576
"Last month , The Washington Post Co. introduced Express , a tabloid distributed largely along transit routes .",Last month The Washington Post also launched a free tabloid aimed at younger readers called the Express .,0,3953
Toronto yesterday had 64 probable cases of SARS and nine suspect cases .,"As of Wednesday , there were 65 probable SARS cases in the Toronto region .",0,2207
"BaFin and the head of the principal finance group , Robin Saunders , were not immediately available to comment .","BaFin , Germany 's chief financial regulator , and the prosecutor 's office were not immediately available for comment .",0,1287
"While a critical success , Luhrmann 's opulent production of the Puccini opera will end with losses of about $ US6 million ( $ A9.2 million ) .",Baz Luhrmann 's opulent version of the Puccini opera will fold June 29 after a disappointing seven-month run and losses of about $ 6 million .,0,2424
The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .,"The yield fell 2 basis points to 1.41 percent , after reaching 1.4 percent on May 8 , the lowest since March 12 .",0,118
The U.N. Office of the Humanitarian Coordinator for Iraq last week reported that cases of diarrhea have tripled in Baghdad .,Children get sick from drinking the water : The United Nations Office of the Humanitarian Coordinator for Iraq last week reported that cases of diarrhea have tripled in Baghdad .,0,3897
"After the further analysis of the subset data , the companies plan to discuss the results with regulators and then determine how to proceed .",The two companies plan further analysis of the subset data and will discuss the results with regulatory agencies .,0,1529
"The technology-laced Nasdaq Composite Index < .IXIC > declined 16.68 points , or 1.01 percent , at 1,636.94 .","The broader Standard & Poor 's 500 Index .SPX eased 7.57 points , or 0.76 percent , at 990.94 .",0,3393
"Analysts had expected 53 cents a share , according to research firm Thomson First Call .","Home Depot is expected to report earnings per share of 46 cents for the third quarter , according to Thomson First Call .",0,1058
"The Dow Jones industrial average < .DJI > rose 98.74 points , or 1.12 percent , to 8,949.00 .","The city index outperformed the Dow Jones industrial average , which rose 2.9 percent during the four-day trading week .",0,1099
"His next play , "" Will Success Spoil Rock Hunter ? "" a satire on Hollywood , lasted more than a year on Broadway .","His next play , Will Success Spoil Rock Hunter ? , lasted more than a year on Broadway and was also filmed by Fox .",0,2601
The legislation came after U.S. District Judge Lee R. West in Oklahoma City ruled last week that the FTC lacked authority to run the registry .,U.S. District Judge Lee R. West ruled Tuesday in Oklahoma City that the FTC lacks authority to run the registry .,0,759
Many of the victims of Sunday 's attack had been headed out of Iraq for R & R or emergency leave .,Many of the victims had been headed home for R & R or emergency leave when they were killed .,0,3958
"The technology-laced Nasdaq Composite Index .IXIC edged up 2.84 points , or 0.18 percent , at 1,593.59 .","The broader Standard & Poor 's 500 Index .SPX added 1.14 points , or 0.12 percent , at 968.14 .",0,3855
""" This man gambled with our lives and we , the passengers , lost , "" said Andres Rivera Jr . , who was also on the bus .",""" This man gambled with our lives and we , the passengers , lost , "" said passenger Andres Rivera Jr . , whose 15-year-old niece , Jazmine Santiago , was killed .",0,218
"The Standard & Poor 's 500 index advanced 5.37 , or 0.5 percent , to 1,020.18 .","The Standard & Poor 's paper products index .GSPPAPR was one of the leading sectors , up 2 percent .",0,2529
"Among Fox viewers , 41 percent describe themselves as Republicans , 24 percent as Democrats and 30 percent as Independents .","Among CNN viewers , 29 percent said they were Republicans and 36 percent called themselves conservatives .",0,177
"The 30-year bond US30YT = RR jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .",The 30-year bond US30YT = RR dipped 14 / 32 for a yield of 4.26 percent from 4.23 percent .,0,2430
"Democratic presidential candidate Joe Lieberman accused President Bush on Wednesday of presiding over a new economy with old thinking , and for failing to reward innovation in the workplace .",Democratic presidential candidate Joe Lieberman criticized President Bush on Wednesday for a sluggish economy that has kept Americans out of work .,0,2521
"The commission must work out the plan 's details , but the average residential customer paying $ 840 a year would get a savings of about $ 30 annually .",An average residential customer paying $ 840 a year for electricity could see a savings of $ 30 annually .,0,46
"Veritas said new customers can buy Bare Metal Restore for $ 900 per Windows client and $ 1,000 per Unix client .","Bare Metal Restore 4.6 will be available in mid-June , said Veritas , and will cost $ 900 per Windows client and $ 1,000 per Unix client .",0,3101
""" It 's safe to assume that the Senate is prepared to pass some form of cap , "" King said .",Its safe to assume the Senate is prepared to pass some form of a cap .... The level of it is to be debated .,0,946
Democratic Lt. Gov. Cruz Bustamante and Republican state Sen. Tom McClintock are in different political worlds .,"Democratic Lt. Gov. Cruz Bustamante was first choice of 25 percent , followed by state Sen. Tom McClintock with 18 percent .",0,1268
"The Globe reported that Smiledge hasn 't spoken with his son , Joseph Druce , in eight years .",Smiledge said he hasn 't spoken with his son in eight years and wants nothing to do with him .,0,2141
"In early afternoon trading , the Dow Jones industrial average was up 7.58 , or 0.1 percent , at 9,381.79 .","The blue-chip Dow Jones industrial average .DJI was down 63.09 points , or 0.68 percent , at 9,270.70 .",0,441
"The 30-year bond US30YT = RR firmed 26 / 32 , taking its yield to 4.17 percent , after hitting another record low of 4.16 percent .","The 30-year bond US30YT = RR firmed 14 / 32 , taking its yield to 4.19 percent from 4.22 percent .",0,873
"The city index outperformed the Dow Jones industrial average , which fell 0.9 percent for the week .","The blue-chip Dow Jones industrial average .DJI tacked on 97 points , or 1.14 percent , to 8,699 .",0,211
"One question was whether France , which infuriated Washington by leading the charge against U.N. authorization for the war , would vote "" Yes "" or abstain .","France , which infuriated Washington by leading the charge against U.N. approval for the war , also sought changes .",0,415
His birth on 4 May is revealed today in the journal Science .,The scientists ' research is being published today in the journal Science ( www.sciencemag.org ) .,0,1605
Staff writers Selwyn Crawford and Colleen McCain Nelson and Brian Anderson of DallasNews.com contributed to this report .,Staff writers Brandon Formby and Colleen McCain Nelson contributed to this report .,0,3240
And they think the protein probably is involved in the spread of other forms of cancer .,They researchers say the research could be relevant to other forms of cancer .,0,98
Janice Kelly said her husband had received assurances from senior MoD officials that his name would not be made public .,She told the inquiry that her husband had received assurances from his line manager and senior ministry officials that when he came forward his name would not be made public .,0,3425
"It also named Robert Willumstad chief operating officer , also to take effect by Jan. 1 , 2004 .","Robert B. Willumstad , 57 , Citigroup 's president , was named chief operating officer .",0,1736
"The technology-laced Nasdaq Composite Index < .IXIC > tacked on 5.91 points , or 0.29 percent , to 2,053.27 .","The technology-focused Nasdaq Composite Index < .IXIC > advanced 6 points , or 0.30 percent , to 2,053 , erasing earlier losses .",0,641
The Swedish central bank was also meeting on Wednesday and widely expected to announce a cut on Thursday .,"The Swedish central bank , also meeting on Wednesday , is widely expected to announce a cut on Thursday of as much as half a percentage point .",0,2463
"Shares of GE were slipping 17 cents , or 0.6 % , to $ 28.02 in Instinet premarket trading .",Shares in GE were down 7 cents to $ 28.12 by the close of trading in New York .,0,3875
"The transfers would reduce P & G 's worldwide work force to slightly less than 100,000 .","The transfers would reduce P & G ’ s worldwide work force to slightly less than 100,000 , down from 110,000 several years ago .",0,338
"Broomhead , 34 , was assigned to the 2nd Squadron , 3rd Armored Cavalry Regiment .","Quinn was assigned to the 3rd Armored Cavalry Regiment , based in Fort Carson , Colo .",0,2209
Catholic Church officials reported that two miners were killed and six other protesters injured 50 miles ( 110 km ) outside of La Paz .,A Catholic priest said two miners were killed and nine other protesters injured 110 kilometres outside La Paz as a convoy of miners threw dynamite at soldiers manning a roadblock .,0,1623
"Last month , The Washington Post Co. introduced Express , a tabloid distributed largely along transit routes .",Last month The Washington Post also launched a free tabloid aimed at younger readers called the Express .,0,3953
"The 1 5 / 8 percent note maturing in April 2005 gained 1 / 16 to 100 13 / 32 , lowering its yield 1 basis points to 1.41 percent .",The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .,0,248
"Police investigating a fatal hit-and-run accident conducted a search Monday at the home of Bishop Thomas O 'Brien , head of the Roman Catholic Diocese of Phoenix .","Police investigating a deadly hit-and-run accident went to the home of Phoenix 's Roman Catholic bishop on Monday and found the windshield of his car caved in , authorities said .",0,2840
"Lee Janzen , who was tied atop the leaderboard with five holes left , finished with a 68 and tied for sixth .","Lee Janzen , tied atop the leaderboard with five holes left , finished with a 68 to tie for sixth with Bob Crane ( 67 ) at 269 .",0,1452
"Lucent 's stock shed 6 cents , or 2.7 percent , to close at $ 2.15 after heavy trading on the New York Stock Exchange on Friday .",Lucent 's stock was up a penny at $ 2.22 in heavy trading on the New York Stock Exchange on Friday afternoon .,0,3321
July 18 : Hurlbert files a single count of felony sexual assault against Bryant .,"Bryant , 24 , has been charged with felony sexual assault .",0,2220
Niels told an interviewer in 1999 he thought the Old Man would outlive him by many years .,"In 1999 , two years before his death , Mr. Nielsen told an interviewer that he thought the rock face would outlive him by many years .",0,306
"Nine traffic deaths were blamed on the storm in North Carolina , Virginia , Maryland , Pennsylvania and Washington .","At least 36 deaths have been blamed on the storm , 20 of them in Virginia .",0,1673
Iraqi police opened fire in downtown Baghdad today after demonstrators stormed a police station demanding they be given jobs they claimed to have paid bribes for .,"Iraqi police opened fire in downtown Baghdad Wednesday after demonstrators demanding jobs stormed a police station and threw stones at officers , police said .",0,2082
"He gave a surprisingly impassioned speech to the United Steelworkers of America , who announced their endorsement yesterday .","On Tuesday , he picked up the endorsement of the United Steelworkers of America .",0,3819
""" I have always tried to be honest with you and open about my life , "" Mr. Limbaugh told his audience , which numbers 22 million listeners a week .","You know I have always tried to be honest with you and open about my life , Limbaugh said during a stunning admission aired nationwide on Friday .",0,382
"Lewis , the WBC champion , can still fight June 21 at the Staples Center in Los Angeles against another opponent .","With Johnson 's injury , the fight card at the Staples Center in Los Angeles is in question .",0,1171
He was revived but was pronounced dead at Virginia Medical Center in Arlington .,He was declared dead on arrival at Virginia Hospital Center in Arlington at 9 : 13 a.m.,0,2915
"He was a close associate of Sept . 11 mastermind Khalid Shaikh Mohammed , "" Bush said .",""" He 's a known killer who was a close associate of Sept . 11 mastermind Khalid Shaikh Mohammed .",0,3444
"We can make life very difficult for terrorist elements , we can scatter them , we can cut off one head here and one tentacle there .","We can scatter them , we can cut off one head here and one tentacle there , but often the beast survives .",0,1167
"Tampa Bay manager Lou Piniella , bench coach John McLaren and right fielder Aubrey Huff were ejected for arguing after Huff was called out on strikes to end the ninth .","Tampa Bay manager Lou Piniella , bench coach John McLaren and Huff all were ejected in the middle of the ninth .",0,2528
Vanderpool said the gunmen were retaliating because the other group had taken the smugglers ' human cargo earlier .,"One group had taken the other group 's human cargo earlier , he said .",0,2384
""" These despicable acts were committed by killers whose only faith is hate , "" Bush said , adding that the United States will find the killers .",These despicable acts were committed by killers whose only faith is hate and the United States will find the killers and they will learn the meaning of American justice .,0,1738
"They found no blood and no bones , he said .","No one has found blood , bones or any other trace of the child .",0,2445
"Combined , the companies will have about $ 2.8 billion in annual revenues , 13,000 employees and more than 11,000 customers in 150 countries .","The deal creates a company with about $ 2.8bn in annual revenues with 13,000 employees and 11,000 customers .",0,2061
"By 2040 , the county 's population is expected to be 985,066 , compared to the 2000 population of 860,454 .","Through 2040 , Indiana 's population is expected to increase by about 19 percent , to more than 7.2 million people .",0,1998
Results from No. 2 U.S. soft drink maker PepsiCo Inc . ( nyse : PEP - news - people ) were likely to be in the spotlight .,Wall Street was also waiting for aluminum maker Alcoa Inc . ( nyse : PEP - news - people ) to report earnings after the close .,0,1753
"While a critical success , Luhrmann 's opulent production of the Puccini opera will end with losses of about $ US6 million ( $ A9.2 million ) .",Baz Luhrmann 's opulent version of the Puccini opera will fold June 29 after a disappointing seven-month run and losses of about $ 6 million .,0,2424
Connecticut Attorney General Richard Blumenthal said he would fight any extension of the cable 's use .,"Meanwhile , the Connecticut attorney general , Richard Blumenthal , said he was considering legal action against Mr. Abraham 's order .",0,2104
Niels told an interviewer in 1999 he thought the Old Man would outlive him by many years .,"In 1999 , two years before his death , Mr. Nielsen told an interviewer that he thought the rock face would outlive him by many years .",0,306
"Sun was the lone major vendor to see its shipments decline , falling 2.9 percent to 59,692 units .","IBM ( NYSE : IBM ) was the fastest-growing vendor , with sales jumping 37 percent to 220,000 units .",0,209
"The Pentagon , saying that Boykin requested it , is investigating his remarks .",The Pentagon has begun an official investigation into Boykin 's remarks .,0,808
"Despite generic competition for acne drug Accutane , flagship drug sales rose 21 percent excluding exchange rate swings and nine percent in francs to 10.31 billion .","Flagship drug sales rose 21 percent excluding exchange rate swings and nine percent in francs to 10.31 billion , while diagnostics sales fell one percent in francs to 3.57 billion .",0,2809
"On Hebert 's body were his wallet , driver license and cell phone , its batteries drained , Tracy said .","He was identified by his driver 's license and cell phone , Utah County Sheriff Jim Tracy said .",0,3326
Shinseki retires Wednesday after a 38-year career that included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia .,Shinseki 's career included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia .,0,2007
"Reuters reported Braun ended June with $ 22,126 in the bank , according to her FEC report , and the Rev. Al Sharpton reported $ 12,061 in the bank .","Former Illinois Sen. Carol Moseley Braun ended June with $ 22,126 in the bank , according to her FEC report .",0,580
"In 1999 , the building 's owners , the Port Authority of New York and New Jersey , issued guidelines to upgrade the fireproofing to a thickness of 1 { inches .",The NIST discovered that in 1999 the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1 / 2 inches .,0,777
"Marjorie Scardino , the chief executive , said : "" We have one headline .","Pearson , led by Marjorie Scardino , the chief executive , publishes its interim results this week .",0,2563
Iraq 's economy was ravaged during years of U.N. sanctions over ex-president Saddam Hussein 's 1990 occupation of Kuwait and by the U.S.-led war to oust him which ended in April .,Iraq 's economy was shattered under former president Saddam Hussein and by the U.S.-led war to oust him which ended in April .,0,665
""" Certainly what we know suggests that we should take what they 're saying very seriously , "" he added .",""" We don 't know everything [ but ] what we know suggests that we should take what they 're saying seriously , "" he said .",0,709
"There are no suspects in the shooting , which took place around 9 : 15 p.m. on Wednesday at East 126th Street and Fifth Avenue , the police said .",Police said there was an argument before the slaying at East 126th Street and Fifth Avenue around 9 p.m.,0,3603
"US Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline , which transports crude from Colombia 's second-biggest oil field .",U.S. Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline .,0,4036
"WorldCom 's financial troubles came to light last year and the company subsequently filed for bankruptcy in July , 2002 .","WorldCom 's problems came to light last year , and the company filed for the largest bankruptcy in US history in July 2002 , citing massive accounting irregularities .",0,2369
"Duque will return to Earth Oct. 27 with the station 's current crew , U.S. astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko .",Currently living onboard the space station are American astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko .,0,30
"Utah 's median household income also took a hit , falling 1.8 percent , from $ 48,875 to $ 47,978 .","Georgia 's median household income dropped about 0.9 percent to $ 43,096 -- a $ 408 dip .",0,1666
The festival kicked off yesterday one day after the Competition Commission delivered its final verdict to the Government on the proposed £ 4.1 billion merger .,"The Competition Commission delivered its verdict yesterday on the proposed merger of the two big ITV players , Carlton and Granada .",0,2399
Media Editor Jon Friedman contributed to this story .,Jon Friedman is media editor for CBS.MarketWatch.com in New York .,0,345
Only 12 of the last 30 attempts to reach Mars have succeeded ( two are in transit ) .,"Of about 30 attempts to reach Mars , only 12 missions have succeeded .",0,3320
Cubs outfielder Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat .,"Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat , and he immediately appealed the decision .",0,1731
The administration cited those links as primary justification for invading Iraq and toppling the regime of Saddam Hussein .,The Bush administration cited that intelligence as primary justification for invading Iraq .,0,832
"It got up on his personal radar screen this past week , I 've given him my pitch and he was quite supportive , "" he said .",""" It got up on his personal radar screen in the past week , and I had to get my pitch .",0,660
