sentence,actual_label,predicted_label
"the series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities . ",1,positive
"spirit is a visual treat , and it takes chances that are bold by studio standards , ",1,positive
it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities ,1,positive
fest that 'll put hairs on your chest . ,1,positive
audacious-impossible yet compelling ,1,positive
resemble their celebrity parents ,1,positive
"on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls ",1,positive
"katz 's documentary does n't have much panache , but with material this rich it does n't need it . ",1,positive
( unintentionally ) funniest moments ,1,positive
avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up ,1,positive
modern-day comedies ,1,positive
"more revealing , more emotional ",1,positive
may pander to our basest desires for payback ,1,negative
laid-back ,1,positive
"singer/composer bryan adams contributes a slew of songs -- a few potential hits , a few more simply intrusive to the story -- but the whole package certainly captures the intended , er , spirit of the piece . ",1,positive
"she nearly glows with enthusiasm , sensuality and a conniving wit . ",1,positive
my little eye is the best little `` horror '' movie i 've seen in years . ,1,positive
as the novel on which it 's based ,1,neutral
a wonderfully speculative character ,1,positive
boarders from venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival ,1,positive
lots of effort and intelligence ,1,positive
delivers more goodies ,1,positive
men ,1,neutral
"is a canny crowd pleaser , and the last kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex ",1,positive
intelligent humor ,1,positive
this quality band may pick up new admirers ,1,positive
the bullseye ,1,positive
"to explore its principal characters with honesty , insight and humor ",1,positive
tell a story about the vietnam war before the pathology set in ,1,positive
"an enthralling aesthetic experience , ",1,positive
intrigued ,1,positive
acted -- and far less crass - than some other recent efforts ,1,positive
a captivating and intimate study about dying and loving ... ,1,positive
that powerhouse ,1,positive
wonderfully sprawling ,1,positive
a masterpiece ,1,positive
catches you ,1,positive
fearlessness ,1,positive
than spiffy bluescreen technique and stylish weaponry ,1,positive
"arrive early and stay late , ",1,positive
grittily beautiful ,1,positive
"challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can justify evil means ",1,positive
sassy interpretation ,1,positive
"fashion a brazil-like , hyper-real satire ",1,positive
on the shoulders of its actors ,1,positive
one of the year 's best ,1,positive
as the synergistic impulse that created it ,1,positive
of the finest ,1,positive
piece to watch with kids and use to introduce video as art ,1,positive
"makes it not only a detailed historical document , but an engaging and moving portrait of a subculture ",1,positive
"this remains a film about something , one that attempts and often achieves a level of connection and concern . ",1,positive
near-masterpiece . ,1,positive
a consummate actor incapable of being boring ,1,positive
can see without feeling embarrassed ,1,positive
"seldom hammy , ",1,negative
a compelling pre-wwii drama ,1,positive
"dense , exhilarating documentary . ",1,positive
makes us believe she is kahlo ,1,positive
one of the best ,1,positive
intriguing ,1,positive
every family ,1,positive
catapulting ,1,positive
good-time shenanigans ,1,positive
funny moments ,1,positive
crisper and ,1,positive
this is going to be something really good ,1,positive
especially well-executed ,1,positive
"at times , the movie looks genuinely pretty . ",1,positive
tie together beautifully ,1,positive
"it all plays out ... like a high-end john hughes comedy , a kind of elder bueller 's time out . ",1,positive
most gloriously unsubtle and adrenalized extreme ,1,positive
succeeds as a well-made evocation ,1,positive
"has much to recommend it , even if the top-billed willis is not the most impressive player . ",1,positive
good-looking ,1,positive
"a more credible script , ",1,positive
often-funny ,1,positive
sparking debate and ,1,positive
"a very well-meaning movie , and ",1,positive
"more entertaining , ",1,positive
"a terrific date movie , whatever your orientation . ",1,positive
", joyous celebration ",1,positive
", in the simple telling , proves simultaneously harrowing and uplifting ",1,positive
uncommonly pleasurable ,1,positive
to screen with considerable appeal intact ,1,positive
"liked it because it was so endlessly , grotesquely , inventive ",1,positive
", may not touch the planet 's skin , but understands the workings of its spirit . ",1,positive
"its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh ",1,positive
enjoy the movie ,1,positive
that strikes a very resonant chord ,1,positive
"approaches his difficult , endless work with remarkable serenity and discipline . ",1,positive
"faith , love and power ",1,positive
"seeing things from new sides , plunging deeper , ",1,positive
that it 's more than a worthwhile effort ,1,positive
"an emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do . ",1,positive
a determined woman 's courage to find her husband in a war zone ,1,positive
inquisitive film ,1,positive
it 's still entertaining to watch the target practice . ,1,positive
"if you love the music , and i do , its hard to imagine having more fun watching a documentary ... ",1,positive
is an uncompromising film ,1,positive
a hallucinatory dreamscape ,1,positive
"berry 's saucy , full-bodied performance gives this aging series a much needed kick , making `` die another day '' one of the most entertaining bonds in years ",1,positive
"a heart and reality that buoy the film , and at times , elevate it to a superior crime movie ",1,positive
looking like something wholly original ,1,positive
a worthy entry ,1,positive
"their super-powers , their super-simple animation and their super-dooper-adorability intact ",1,positive
"scarily funny , sorrowfully sympathetic to the damage it ",1,positive
is strange and compelling ,1,positive
"would be hard-pressed to find a movie with a bigger , fatter heart than barbershop . ",1,positive
what may be the performances of their careers ,1,positive
"though it was written for no one , but somehow ",1,positive
", moving ",1,neutral
"it deserved all the hearts it won -- and wins still , 20 years later . ",1,positive
"a gently funny , sweetly adventurous film ",1,positive
all the outward elements of the original ,1,positive
is a movie that refreshes the mind and spirit along with the body ,1,positive
an interesting bit ,1,positive
( allen ) ,1,neutral
", like mike raises some worthwhile themes while delivering a wholesome fantasy for kids . ",1,positive
"rises above easy , cynical potshots at morally bankrupt characters ",1,positive
polished ,1,positive
team ,1,neutral
"certainly an entertaining ride , despite many talky , slow scenes ",1,positive
's never been better in this colorful bio-pic of a mexican icon ,1,positive
cutting-edge ,1,positive
"exists , ",1,neutral
very expressive ,1,positive
his personal obstacles ,1,negative
's what makes it worth a recommendation ,1,positive
home movie '' is a sweet treasure and something well worth your time . ,1,positive
... the kind of entertainment that parents love to have their kids see . ,1,positive
love stories you will ever see ,1,positive
the new populist comedies that underscore the importance of family tradition and familial community ,1,positive
... an adorably whimsical comedy that deserves more than a passing twinkle . ,1,positive
an absolute joy ,1,positive
while some of the camera work is interesting ,1,positive
'll like it ,1,positive
confident filmmaking ,1,positive
much entertainment value ,1,positive
", then you will probably have a reasonably good time with the salton sea . ",1,positive
"it 's a very sincere work , but it would be better as a diary or documentary . ",1,positive
smart ,1,positive
gets its greatest play from the timeless spectacle of people really talking to each other ,1,positive
to cut a swathe through mainstream hollywood ,1,negative
"beautifully shot , delicately scored and powered by a set of heartfelt performances ",1,positive
"enough to provide the pleasures of a slightly naughty , just-above-average off - broadway play ",1,positive
what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . ,1,negative
"an important movie , or even ",1,positive
full-bodied performance ,1,positive
spirited away is a triumph of imagination ,1,positive
bittersweet dialogue that cuts to the chase of the modern girl 's dilemma ,1,positive
"pokes , provokes , takes expressionistic license and hits a nerve ",1,positive
the most sincere and artful movie ,1,positive
martial arts ,1,positive
will warm your heart ,1,positive
soars ,1,positive
"while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part ",1,positive
dedication ,1,positive
thoughtful and rewarding ,1,positive
cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin ,1,positive
watching these two actors play ,1,positive
"a strong-minded viewpoint , or a sense of humor ",1,positive
`` mr. deeds '' is suitable summer entertainment that offers escapism without requiring a great deal of thought . ,1,positive
", an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life . ",1,positive
's thoroughly winning tone ,1,positive
's yet another cool crime movie that actually manages to bring something new into the mix ,1,positive
"but something far more stylish and cerebral -- and , ",1,positive
"it may scream low budget , but this charmer has a spirit that can not be denied ",1,positive
"but it could be , by its art and heart , a necessary one . ",1,positive
"a delightful , witty , improbable romantic comedy ",1,positive
"the humor , characterization , poignancy , and intelligence ",1,positive
also reminds us of our own responsibility to question what is told as the truth ,1,positive
visual virtuosity ,1,positive
interested in the sights and sounds of battle ,1,positive
debuts by an esteemed writer-actor ,1,positive
"is exceedingly pleasant , designed not to offend ",1,positive
had more fun watching spy than i had with most of the big summer movies . ,1,positive
to make it worth watching ,1,positive
warmed up to him ,1,positive
"captures that perverse element of the kafkaesque where identity , overnight , is robbed and replaced with a persecuted `` other ",1,negative
has become the master of innuendo . ,1,positive
"bill morrison 's decasia is uncompromising , difficult and unbearably beautiful . ",1,positive
enjoy ,1,positive
their outrageousness ,1,positive
scored and powered ,1,positive
great performances ,1,positive
", xxx is a blast of adrenalin , rated eee for excitement . ",1,positive
homage ,1,positive
"a cast of competent performers from movies , television and the theater ",1,positive
chasing who ,1,negative
for all the dolorous trim ,1,negative
intellectual and ,1,positive
made allen 's romantic comedies so pertinent and enduring ,1,positive
a surprisingly funny movie ,1,positive
imagination in the soulful development of two rowdy teenagers ,1,positive
to remarkable performances ,1,positive
a good deal funnier ,1,positive
a comedic moment ,1,positive
wonderfully loopy tale ,1,positive
is worth seeing ,1,positive
true talent ,1,positive
"a genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives . ",1,positive
big stars and high production values are standard procedure ,1,positive
scarily funny ,1,positive
lighthearted glow ,1,positive
are simply intoxicating . ,1,positive
"it 's an effort to watch this movie , but ",1,negative
stakes out the emotional heart of happy ,1,positive
ian holm conquers france as an earthy napoleon ,1,positive
", dramatically forceful , and beautifully shot ",1,positive
"is a pan-american movie , with moments of genuine insight into the urban heart . ",1,positive
ability to right itself precisely when you think it 's in danger of going wrong ,1,positive
illustrated by a winning family story . ,1,positive
congratulate himself for having the guts to confront it ,1,positive
nothing short of refreshing ,1,positive
an important director ,1,positive
engaging mystery ,1,positive
gives us another peek at some of the magic we saw in glitter here in wisegirls ,1,positive
the relationships were wonderful ,1,positive
a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world ,1,positive
"as far as mainstream matinee-style entertainment goes , it does a bang-up job of pleasing the crowds ",1,positive
", like silence , it 's a movie that gets under your skin . ",1,positive
the film has an infectious enthusiasm and ,1,positive
is one of those rare pictures that you root for throughout ,1,positive
a vivid personality ,1,positive
"despite a quieter middle section , involving aragorn 's dreams of arwen , this is even better than the fellowship . ",1,positive
offers a trenchant critique of capitalism ,1,negative
what sets ms. birot 's film apart from others in the genre is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents . ,1,positive
spectacularly well ,1,positive
"a smart , provocative drama that does the nearly impossible : it gets under the skin of a man we only know as an evil , monstrous lunatic ",1,positive
last count ,1,neutral
a top-notch cast ,1,positive
many can aspire but none can equal ,1,positive
"an articulate , grown-up voice ",1,positive
heaven ,1,positive
emotionally honest ,1,positive
"skillfully assembled , highly polished and ",1,positive
"highly recommended viewing for its courage , ideas , technical proficiency and great acting . ",1,positive
", xxx is a blast of adrenalin , ",1,positive
"warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message . ",1,positive
recommended ,1,positive
more traditionally plotted popcorn thriller ,1,positive
written and directed with brutal honesty and respect for its audience . ,1,positive
"that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop ",1,positive
more fascinating -- being real -- than anything seen on jerry springer ,1,positive
what makes it worth a recommendation ,1,positive
offers winning performances and some effecting moments . ,1,positive
"there are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies ",1,positive
"has the twinkling eyes , repressed smile and determined face needed to carry out a dickensian hero ",1,positive
"capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark ",1,positive
strives ,1,positive
a powerful and telling story ,1,positive
a welcome relief from the usual two-dimensional offerings ,1,positive
"his art , which is more than he has ever revealed before about the source of his spiritual survival ",1,positive
"starts out with tremendous promise , ",1,positive
", the story offers a trenchant critique of capitalism . ",1,positive
'll love it ,1,positive
puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman . ,1,positive
astonish and entertain ,1,positive
about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers ,1,positive
is almost certainly ,1,positive
the last 15 minutes ,1,neutral
of modern life ,1,positive
is interesting to witness the conflict from the palestinian side ,1,positive
's something about mary and both american pie movies ,1,positive
"their parents , wise folks that they are ",1,positive
achieve a shock-you-into-laughter intensity of almost dadaist proportions . ,1,positive
precise ,1,positive
the first movie ,1,neutral
favor of tradition and warmth ,1,positive
"about cleverness , wit or any other kind of intelligent humor ",1,positive
for some major alterations ,1,negative
"high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky . ",1,positive
", with his brawny frame and cool , composed delivery , fits the bill perfectly ",1,positive
the pristine camerawork ,1,positive
"a good ear for dialogue , and the characters sound like real people ",1,positive
", potent exploration ",1,positive
to get excited about on this dvd ,1,positive
"scenery , vibe and all -- the cinematic equivalent of a big , tender hug ",1,positive
randall wallace ,1,neutral
uplifter . ,1,positive
waiting for godard can be fruitful : ` in praise of love ' is the director 's epitaph for himself . ,1,positive
a comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis . ,1,positive
virtuosic set pieces ,1,positive
truly deserving of its oscar nomination ,1,positive
more relevant than 9 1/2 weeks ,1,positive
the best special effects ,1,positive
"an honest , sensitive story ",1,positive
a manically generous christmas vaudeville . ,1,positive
as history ,1,neutral
"the fourth `` pokemon '' is a diverting -- if predictable -- adventure suitable for a matinee , with a message that cautions children about disturbing the world 's delicate ecological balance . ",1,positive
the film 's saving graces ,1,positive
"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season . ",1,positive
also treats the subject with fondness and respect ,1,positive
might have fun in this cinematic sandbox ,1,positive
tootsie ,1,positive
observations on the human condition ,1,positive
make creative contributions to the story and dialogue ,1,positive
is too bad that this likable movie is n't more accomplished . ,1,negative
is the stuff that disney movies are made of . ,1,positive
may be based on a true and historically significant story ,1,positive
appreciation ,1,positive
stylish thriller . ,1,positive
thoroughly satisfying entertainment ,1,positive
"bill plympton , the animation master , ",1,positive
caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose . ,1,positive
animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame ,1,positive
"a walk to remember is an inspirational love story , capturing the innocence and idealism of that first encounter . ",1,positive
got a house full of tots -- do n't worry ,1,positive
"impeccable comic timing , ",1,positive
84 minutes is short ,1,positive
"fierce , glaring and unforgettable . ",1,positive
achieves the feel of a fanciful motion picture ,1,positive
"raised to a new , self-deprecating level ",1,positive
purpose ,1,positive
is spooky and subtly in love with myth ,1,positive
got it right ,1,positive
"is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride . ",1,negative
is uniformly superb ,1,positive
keener is marvelous ,1,positive
is competent ,1,positive
"filled with alexandre desplat 's haunting and sublime music , the movie completely transfixes the audience . ",1,positive
"weaver and lapaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk . ",1,positive
helluva singer ,1,positive
foster breathes life into a roll that could have otherwise been bland and run of the mill . ,1,positive
definitely funny stuff ,1,positive
written and directed with brutal honesty and respect for its audience ,1,positive
is achingly honest and delightfully cheeky ,1,positive
"compelling , provocative and prescient viewing ",1,positive
savvy ,1,positive
the production details are lavish ,1,positive
"some of the biggest names in japanese anime , with impressive results ",1,positive
really funny movie ,1,positive
only one of the best gay love stories ever made ,1,positive
's no denying that burns is a filmmaker with a bright future ahead of him . ,1,positive
best special effects ,1,positive
"famuyiwa 's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer . ",1,positive
best possible ways ,1,positive
be more than another `` best man '' clone by weaving a theme throughout this funny film ,1,positive
"an undeniably moving film to experience , and ultimately that 's what makes it worth a recommendation ",1,positive
the most wondrous of all hollywood fantasies -- and ,1,positive
"sensitive , cultivated treatment ",1,positive
"lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers . ",1,positive
entertaining movie ,1,positive
also need movies like tim mccann 's revolution no. 9 . ,1,positive
powerful act ,1,positive
"trial movie , escape movie and unexpected fable ",1,positive
is like binging on cotton candy ,1,positive
"the real star of this movie is the score , as in the songs translate well to film , ",1,positive
"it 's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet i found it weirdly appealing . ",1,positive
works as well as it does because of the performances ,1,positive
