sentence,actual_label,predicted_label
Mary always prefers lemons to limes.,1,acceptable
Frank threw himself into the sofa.,1,acceptable
Paul had an affair,1,acceptable
I sent a book to Louis.,1,acceptable
Enough is going on to keep them confused.,1,acceptable
Stephen seemed to be intelligent.,1,acceptable
There lived a man with his grandson.,1,acceptable
Which report that John revised did he submit?,1,acceptable
Maggie hurried her sister.,1,acceptable
The joggers ran their Nikes threadbare.,1,acceptable
There are strangers in that garden.,1,acceptable
To behave oneself in public is expected.,1,acceptable
John loves his puppy.,1,acceptable
"I think that Mort's a swell guy, and Lenny thinks so too.",1,acceptable
Her little sister will disagree with her.,1,acceptable
Martha said that Bill loved his Cheerios in the morning.,1,acceptable
Fruit at once hit the roof from the tree.,1,unacceptable
The student loved his phonology readings.,1,acceptable
John has a hole in the upper right-hand corner of his quilt.,1,acceptable
Julie became a fond of Lloyd.,1,unacceptable
Heidi thinks that Andy eats salmon flavored candy bars.,1,acceptable
Chew the biscuit!,1,acceptable
He rowed Penny across the lake.,1,acceptable
Which poem did you go to hear a recital of last night?,1,acceptable
the book of poems by Robert Burns with a red cover from Blackwell takes a very long time to read.,1,acceptable
The people in whose house we stayed left.,1,acceptable
Anson tried to shave himself.,1,acceptable
I think that John likes his beer.,1,acceptable
Gilgamesh misses Aphrodite,1,acceptable
The analysis of the problem was flawed,1,acceptable
John and the man went to the store.,1,acceptable
the barge piled high with logs.,1,acceptable
Louis hinted Mary stole the purse deftly.,1,acceptable
I sent the package to London.,1,acceptable
Jean wants Robert.,1,acceptable
The constant rain forced the abandonment of the next day's competitions.,1,acceptable
All special rights of voting in the election were abolished.,1,acceptable
I showed few boys any of the books.,1,acceptable
I bled him.,1,acceptable
Ellen said to Helen that melons were selling well.,1,acceptable
No one believes that he is a fool.,1,acceptable
What did he get the impression that the problem really was?,1,unacceptable
Any owl hunts mice.,1,acceptable
There is a blemish on the end of Jerry's sister's nose.,1,acceptable
Alison poked the needle through the cloth.,1,acceptable
Kim is happy and Sandy is too.,1,acceptable
We loaded ourselves onto the bus.,1,acceptable
I praised Mary.,1,acceptable
For Anna to tickle him drives Frank crazy.,1,acceptable
The statue stood on the pedestal.,1,acceptable
John deposited some money in the bank on Friday.,1,acceptable
I went to the store to buy some whisky.,1,acceptable
The puppy licked the kitten's face.,1,acceptable
Merlin is extremely evil.,1,acceptable
John talked to absolutely any woman who came up to him.,1,acceptable
Which Greek authors does he have books by?,1,acceptable
It is not true that it was obvious that for Herschel to throw a fit would confuse the guards.,1,unacceptable
Maxwell isn't half the doctor that I'm certain that he would be if he studied.,1,acceptable
I handed the ball to Reg.,1,acceptable
Carol carved the marble.,1,acceptable
Who poisoned who?,1,acceptable
Paul exhaled.,1,acceptable
The shooting of the hunters was very loud.,1,acceptable
That he is a fool is suspected by no one.,1,acceptable
Tom will force you to marry no student.,1,unacceptable
They wanted to leave tomorrow or on Tuesday.,1,acceptable
We convinced him that the operation is safe.,1,acceptable
I doubt his sincerity.,1,acceptable
Shirley seems to have Fred promoted.,1,unacceptable
John was driving the car.,1,acceptable
You and I are as little alike as a horse and a cow.,1,acceptable
He is writing another long book about beavers.,1,acceptable
the rice was cooked by Bill.,1,acceptable
Paula hit Deirdre on the back.,1,acceptable
The new policy was approved by the executive committee.,1,acceptable
Hard work resulted in high grades.,1,acceptable
That Bill tried to discover which drawer Alice put the money in made us realize that we should have left him in Seoul.,1,acceptable
John spoke intimately to Mary.,1,acceptable
It was with a great deal of regret that I vetoed your proposal.,1,acceptable
Bill is always complaining about the guys who work near him.,1,acceptable
He said that that ` that ' that that man used was wrong.,1,acceptable
Sir Walter Elliott imagined that he was still handsome.,1,acceptable
What we are using is their teaching material.,1,acceptable
We decided to paint the bathroom a lurid lime green colour.,1,acceptable
Alyssa kept her syntax book.,1,acceptable
The director praised the volunteers.,1,acceptable
The landlord donated a helicopter,1,acceptable
Everyone hopes to sleep.,1,acceptable
Daniel became a blond.,1,unacceptable
John saw.,1,acceptable
It seems to be easy to fool Ben.,1,acceptable
John talked to a woman who came up to him.,1,acceptable
Julie maintained her own ideas over the course of the argument.,1,acceptable
John seems to be honest.,1,acceptable
John saw more horses than Bill saw or Pete talked to.,1,acceptable
A boy did not laugh.,1,acceptable
With what did the baby eat the food?,1,acceptable
the book of poems with a red cover and with a blue spine takes a very long time to read.,1,acceptable
The jeweller decorated the ring with the name.,1,acceptable
Eleanor blamed Marianne's unhappiness on Willoughby.,1,acceptable
Juliet says that Romeo lies to his parents a lot.,1,acceptable
The kids in our class have arrived safely.,1,acceptable
I'll work on it if you do.,1,acceptable
They stood the statue on the pedestal.,1,acceptable
The war intensified the poverty.,1,acceptable
Has Bill eaten his tuna?,1,acceptable
This book is too dense to be read in one sitting.,1,acceptable
Whether she will win is a question Mary never considered.,1,acceptable
It is John that I met last night in the park.,1,acceptable
This girl in the red coat but no boys will put a picture of Bill on your desk before tomorrow.,1,unacceptable
I gave Jack a picture of myself.,1,acceptable
John is said to be rich.,1,acceptable
These are the books that we have gone most thoroughly over.,1,acceptable
Rory will eat the muffins.,1,acceptable
The dentist was believed to have examined Pat.,1,acceptable
Shirley seems to have Fred promoted.,1,unacceptable
Jean is likely to leave.,1,acceptable
Frank threw himself into the sofa.,1,acceptable
I had eaten the deep fried muffins.,1,acceptable
I showed few boys any of the books.,1,acceptable
"No writer, nor any playwright, speaks clearly.",1,acceptable
They've got it made.,1,acceptable
Where are you living?,1,acceptable
That picture of her pleases Jenny.,1,acceptable
These enthusiastic golfers that I met at the nineteenth hole can be good company.,1,acceptable
To be able to buy myself a ticket to France would be a dream.,1,acceptable
Mr Knightley despaired.,1,acceptable
There is a flowering plant on the windowsill.,1,acceptable
For Mary to love that boor is a travesty.,1,acceptable
What she did was e-mail all her friends.,1,acceptable
That Anne was in conversation with Mr Elliott dismayed Captain.,1,unacceptable
all the students left.,1,acceptable
Ron expected the sack.,1,acceptable
Burn letters to him!,1,acceptable
Either the boys or the girls are going to be there.,1,acceptable
He established his innocence with the letter.,1,acceptable
John has been taken to the library.,1,acceptable
It was this hat that Tom said Al thought you wanted me to make Jack put on.,1,acceptable
This very heavy parcel was delivered yesterday.,1,acceptable
Linda winked her eye.,1,acceptable
Brezhnev had said for Andropov to leave.,1,unacceptable
John believes it to be obvious that Bill left.,1,acceptable
"Mary, who John asked for help, thinks he is foolish.",1,acceptable
I'm glad a linguist likes me.,1,acceptable
John saw more horses than Bill saw or Pete talked to.,1,acceptable
People are stupid,1,acceptable
So much did you eat that everyone gasped.,1,acceptable
Who admires what?,1,acceptable
Carrie touched him on the shoulder.,1,acceptable
I know you like the back of my hand.,1,acceptable
"They said that Tom would pay up, and pay up I believe that he did.",1,acceptable
Calvin will be eating.,1,acceptable
Carla mopped under the furniture.,1,acceptable
Herman whipped the cream.,1,acceptable
What the spy became was too friendly with his new contacts.,1,acceptable
He will keep up with their expectations.,1,acceptable
"Sarah promised her old car to Catherine, but then gave it to her son instead.",1,acceptable
I promised that tomorrow he would be there.,1,acceptable
There aren't many linguistics students here.,1,acceptable
the book of poems and of fiction from Blackwell takes a very long time to read.,1,acceptable
Bill seems to him to be handsome.,1,unacceptable
Nora brought the book to Pamela.,1,acceptable
"We didn't particularly like, but nevertheless ate, the fish raw.",1,acceptable
Ron definitely has bought a dog.,1,acceptable
Ellen warned Helen that melons were selling.,1,acceptable
Pat was annoyed by the children's noise and that their parents did nothing to stop it.,1,acceptable
Some sentences can go on and on and on.,1,acceptable
"While José won't talk about Mag, he might about Holly.",1,acceptable
Paula hit Deirdre on the back.,1,acceptable
I've never seen a taller man than my father.,1,acceptable
John wants to come up with as good a solution as Christine did.,1,acceptable
"If anybody is spoiling the children, John is.",1,acceptable
In the summer we always go to France.,1,acceptable
I washed you.,1,acceptable
"The students of English from Seoul faced many issues in the process of interpreting, transcribing, and editing the poems.",1,acceptable
Nina got Bill elected to the committee.,1,acceptable
Jill dressed hurriedly.,1,acceptable
Henry cleared the table of dishes.,1,acceptable
Which book about herself did Jenny say that Anson had written.,1,acceptable
Either we Americans or I myself will get ourselves in trouble.,1,unacceptable
The scenes to which the censors took objection had to do with the mixed marriage of a woman and a giant panda.,1,acceptable
The stone knocked the pole into the road.,1,acceptable
Susan wanted Jane to study German.,1,acceptable
How brave he is!,1,acceptable
She spruced up before the job interview.,1,acceptable
I hunted game in the woods.,1,acceptable
Sasha is gobbling down dumplings faster than I can reheat the meatballs.,1,acceptable
"John gave Mary, and Joan presented to Fred, books which looked.",1,unacceptable
I just know that the Big 12 South teams everyone knew would win actually won the game.,1,acceptable
I have wanted to know for many years exactly what happened to Rosa.,1,acceptable
She was sent a review copy of the book by the publisher.,1,acceptable
John bought any picture of Queen Elizabeth that was on sale.,1,unacceptable
The witch turned him from a prince into a frog.,1,acceptable
John wants to come up with as good a solution as Christine did.,1,acceptable
I thought she was pregnant,1,acceptable
Martha carved a toy out of a piece of wood for the baby.,1,acceptable
Brutus murdered Julius Caesar with a dagger.,1,acceptable
The hardest that it ever snowed was last January 12th.,1,acceptable
What did he reply?,1,acceptable
"At the end of his speech, the president thanked any soldier who had fought in the gulf war.",1,acceptable
Steve pelted Anna.,1,acceptable
He can simply not have been working.,1,acceptable
The clue that John got was more helpful than the one that Smith got.,1,acceptable
The man is dancing.,1,acceptable
The committee disliked her proposal.,1,acceptable
Andy promised to go.,1,acceptable
John wants to congratulate himself.,1,acceptable
People with boxes of old clothes lined up behind the door of the building with the leaky roof.,1,acceptable
The new policy was approved by the executive committee.,1,acceptable
I read his every book.,1,acceptable
I'll work on it if you do.,1,acceptable
Would the horse budge if you pushed?,1,acceptable
This book reads well.,1,acceptable
"That the fuzz wanted him worried John, but that the fuzz wanted John didn't worry Mary.",1,unacceptable
Cynthia gobbled the pizza down .,1,acceptable
John has often kissed Mary.,1,acceptable
much furniture is needed.,1,acceptable
"The pictures of Bill, she put on your desk.",1,unacceptable
Palmer is a guy who for for him to stay in school would be stupid.,1,unacceptable
Penny rowed across the lake.,1,acceptable
Oil spread over the sea shore.,1,unacceptable
Burn letters to Peter!,1,acceptable
The more examples Mary says that Bill has helped Fred to discover the less I believe her.,1,acceptable
Sharon shivered at the thought of the cold sea.,1,acceptable
Who believes anything that who says?,1,unacceptable
Which poem did you go to hear a recital of last night?,1,acceptable
Paula swatted flies.,1,acceptable
Are you going on holiday before or after Easter? I prefer after Easter.,1,acceptable
She may have and should have thawed the roast.,1,acceptable
The shock touched the explosion off.,1,acceptable
"Kim seems to be just surviving, and Terry in dire need of our help.",1,unacceptable
Mary laughed at John.,1,acceptable
I'm surprised he bought a car.,1,acceptable
Heidi thinks that Andy has eaten salmon flavored candy bars.,1,acceptable
John loaded the bricks onto the truck.,1,acceptable
Someone stole my car.,1,acceptable
The barber shaved my chin.,1,acceptable
Cynthia ate the peach.,1,acceptable
I don't have any sympathy for urban guerillas.,1,acceptable
Our love them.,1,unacceptable
My favorite language is a language with simple morphology and complicated syntax.,1,acceptable
She was sent a review copy of the book by the publisher.,1,acceptable
The lawyer looked into the document.,1,acceptable
Kim regrets not having seen the movie.,1,acceptable
That I am here proves that I care.,1,acceptable
John said Martha sang the aria with gusto.,1,acceptable
What did he reply?,1,acceptable
This car stinks.,1,acceptable
$50 won't even purchase a dress at Bloomingdale's.,1,acceptable
I have wanted to meet the man who spent so much money planning the assassination of Kennedy for many years.,1,acceptable
Hardly was there any rain falling.,1,acceptable
They have no TV.,1,acceptable
"The more we study verbs, the crazier they get.",1,acceptable
They shopped their way around New York.,1,acceptable
Heidi thinks that Andy has eaten salmon flavored candy bars.,1,acceptable
"I don't like the plum brandy, but the port I just love.",1,acceptable
"The more she looked at pictures, the angrier Mary got.",1,acceptable
Heidi thinks that the salmon flavored candy bars were eaten.,1,acceptable
On his finger sparkled a magnificent diamond.,1,acceptable
She thought it was easy for everyone to fit into the car.,1,acceptable
A hefty sum of money came to him from his grandfather.,1,acceptable
the book of poems from Blackwell by Robert Burns with a red cover takes a very long time to read.,1,acceptable
Bees are swarming in the garden.,1,acceptable
John immediately learned French perfectly.,1,unacceptable
Sandy is either a lunatic or under the influence of drugs.,1,acceptable
John offers many suggestions.,1,acceptable
Over 120 different contaminants have been dumped into the river.,1,acceptable
Why did you eat the cake?,1,acceptable
The big man from New York loves bagels with cream cheese.,1,acceptable
A review came out yesterday of this article.,1,acceptable
Many fish are in the sea.,1,acceptable
Steve tossed the softball.,1,acceptable
Margaret cut at the bread.,1,acceptable
Poseidon appears to own a dragon,1,acceptable
John kicked him.,1,acceptable
Alan told me who wanted to seem to be invincible.,1,acceptable
Anson will come to the party.,1,acceptable
John wonders whether to win.,1,unacceptable
Teresa bottle fed soy milk to the baby.,1,acceptable
Tabs were kept on the suspect.,1,acceptable
This handsome man chased a dog.,1,acceptable
